career_outcome_code,universe_code,name,description,governance_status,version,source_workbook
CAR-MGT-PROCUREMENT-MANAG-CAF11,UNI-MANAGEMENT,Procurement Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PRODUCT-MANAGER-8CA40,UNI-MANAGEMENT,Product Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PRODUCT-OPERATION-E0976,UNI-MANAGEMENT,Product Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PROJECT-MANAGER-89F71,UNI-MANAGEMENT,Project Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PROMPT-OPERATIONS-4B68D,UNI-MANAGEMENT,Prompt Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PUBLIC-HEALTH-OPE-FFB40,UNI-MANAGEMENT,Public Health Operations Manager,"Coordinates vaccination, awareness, diagnostics or health outreach operations",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PUBLIC-MOBILITY-I-31F9C,UNI-MANAGEMENT,Public Mobility Integration Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PUBLIC-NARRATIVE-F672D,UNI-MANAGEMENT,Public Narrative & Social Impact Communication Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PUBLIC-POLICY-MAN-F5ECE,UNI-MANAGEMENT,Public Policy Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-PUBLISHING-OPERAT-34F41,UNI-MANAGEMENT,Publishing Operations & Literary Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-QUALITY-MANAGER-5D807,UNI-MANAGEMENT,Quality Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-REAL-ESTATE-BUSIN-69FD2,UNI-MANAGEMENT,Real Estate Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-RECRUITMENT-CONSU-D9B1A,UNI-MANAGEMENT,Recruitment Consultancy / Talent Sourcing,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-RECRUITMENT-MICRO-89733,UNI-MANAGEMENT,Recruitment Micro-Agency,Sources candidates for employers,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-RETAIL-STORE-MANA-4CBEF,UNI-MANAGEMENT,Retail Store Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-REVENUE-OPERATION-E95EC,UNI-MANAGEMENT,Revenue Operations Analyst/Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-RISK-MANAGER-509DA,UNI-MANAGEMENT,Risk Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-RURAL-BPO-DIGITAL-6D843,UNI-MANAGEMENT,Rural BPO / Digital Services Center Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-RURAL-PLATFORM-OP-130B8,UNI-MANAGEMENT,Rural Platform Operations Manager,Runs digital marketplaces or service platforms for rural users,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-RURAL-SPORTS-LEAG-6C970,UNI-MANAGEMENT,Rural Sports League Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SEAFOOD-EXPORT-OP-B707B,UNI-MANAGEMENT,Seafood Export Operations Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SEAWEED-BUSINESS-978AC,UNI-MANAGEMENT,Seaweed Business Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SENIOR-LIVING-OPE-FF684,UNI-MANAGEMENT,Senior Living Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SHG-LIVELIHOOD-PR-5F9F6,UNI-MANAGEMENT,SHG Livelihood Program Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SMALL-BUSINESS-DI-CD57F,UNI-MANAGEMENT,Small Business Digitization Advisor,"Helps local businesses adopt payments, CRM, accounting, website, listings",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SPICE-ROUTE-PLANT-629DB,UNI-MANAGEMENT,Spice Route / Plantation Tourism Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SPIRITUAL-TOURISM-B52DE,UNI-MANAGEMENT,Spiritual Tourism Business Manager,"Builds pilgrim, wellness and heritage travel experiences",Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SPORTS-MANAGER-A7B03,UNI-MANAGEMENT,Sports Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-STARTUP-OPERATION-14C6F,UNI-MANAGEMENT,Startup Operations Associate/Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-STARTUP-PITCH-CON-09CCA,UNI-MANAGEMENT,Startup Pitch Consultant,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SUGAR-COOPERATIVE-B0CA7,UNI-MANAGEMENT,Sugar Cooperative Administration,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SUPPLY-CHAIN-MANA-B5612,UNI-MANAGEMENT,Supply Chain Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-SUSTAINABILITY-ES-59CCB,UNI-MANAGEMENT,Sustainability / ESG Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-TALENT-MANAGER-86560,UNI-MANAGEMENT,Talent Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-TEA-ESTATE-PLANTA-EB170,UNI-MANAGEMENT,Tea Estate / Plantation Business Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-TEMPLE-ADMINISTRA-ED936,UNI-MANAGEMENT,Temple Administration / Pilgrimage Management,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-TOURISM-BUSINESS-9B974,UNI-MANAGEMENT,Tourism Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-TRAINING-DEVELOPM-177E0,UNI-MANAGEMENT,Training & Development Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-TRIBAL-ENTERPRISE-EFBAA,UNI-MANAGEMENT,Tribal Enterprise Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-VERNACULAR-DIGITA-230F8,UNI-MANAGEMENT,Vernacular Digital Commerce Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-VIRTUAL-BUSINESS-F3C6A,UNI-MANAGEMENT,Virtual Business Assistant / Founder Office Support,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-WASTE-ECONOMY-CIR-83729,UNI-MANAGEMENT,Waste Economy / Circular Business Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-WATER-RESOURCE-US-2BF9E,UNI-MANAGEMENT,Water Resource User Association Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-WEALTH-MANAGEMENT-D530C,UNI-MANAGEMENT,Wealth Management Associate,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-MGT-YOGA-WELLNESS-RET-2E73E,UNI-MANAGEMENT,Yoga / Wellness Retreat Operations Manager,,Validated,0.6.1a,4-Strcutured-Management.xlsx
CAR-SCI-4-YEAR-SERVICE-89A9F,UNI-SCIENCE,4-year service,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AC-TECHNICIAN-E01C7,UNI-SCIENCE,AC Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ACCESSIBILITY-INC-D2B35,UNI-SCIENCE,Accessibility / Inclusive Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ACTUARIAL-SCIENCE-EFF21,UNI-SCIENCE,Actuarial Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AEROSPACE-942B9,UNI-SCIENCE,AEROSPACE,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AEROSPACE-ENGINEE-EA0D5,UNI-SCIENCE,Aerospace Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AGRI-TECHNICIAN-D253F,UNI-SCIENCE,Agri Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AGRICULTURAL-ENGI-245F4,UNI-SCIENCE,AGRICULTURAL ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AGRICULTURE-SCIEN-8D2D0,UNI-SCIENCE,Agriculture Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AI-ENGINEER-F5949,UNI-SCIENCE,AI Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AI-RESEARCHER-A10E1,UNI-SCIENCE,AI Researcher,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AIRCRAFT-DESIGNER-7E8AE,UNI-SCIENCE,Aircraft Designer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AIRLINE-MANAGER-ACB24,UNI-SCIENCE,Airline Manager,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AIRLINE-PILOT-62737,UNI-SCIENCE,Airline Pilot,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AIRMAN-CC1A2,UNI-SCIENCE,Airman,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AIRPORT-FIRE-STAF-B1788,UNI-SCIENCE,Airport Fire Staff,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AIRPORT-OFFICER-3CFC6,UNI-SCIENCE,Airport Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AIRPORT-OPS-3E907,UNI-SCIENCE,Airport Ops,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AME-A44BC,UNI-SCIENCE,AME,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ANALYTICS-ENGINEE-50BF8,UNI-SCIENCE,Analytics Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ANESTHESIA-5E3A1,UNI-SCIENCE,Anesthesia,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ANIMATION-59153,UNI-SCIENCE,Animation,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ARCHITECTURE-E3E9E,UNI-SCIENCE,Architecture,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ARMY-OFFICER-F8BFE,UNI-SCIENCE,Army Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ARTIFICIAL-INTELL-50A54,UNI-SCIENCE,ARTIFICIAL INTELLIGENCE,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ASSISTANT-DF458,UNI-SCIENCE,Assistant,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ASTROPHYSICS-043F6,UNI-SCIENCE,Astrophysics,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ATC-AF747,UNI-SCIENCE,ATC,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AUTO-TECHNICIAN-9F2E1,UNI-SCIENCE,Auto Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AUTOMOBILE-ENGINE-986E6,UNI-SCIENCE,AUTOMOBILE ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AVIATION-FINANCE-EBB7C,UNI-SCIENCE,Aviation Finance,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AVIATION-LAWYER-4C22F,UNI-SCIENCE,Aviation Lawyer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AVIONICS-ENGINEER-41CB0,UNI-SCIENCE,Avionics Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-AYURVEDA-BAMS-90531,UNI-SCIENCE,Ayurveda (BAMS),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BI-ENGINEER-0CE64,UNI-SCIENCE,BI Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BIOCHEMISTRY-6BACF,UNI-SCIENCE,Biochemistry,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BIOLOGY-FF9D0,UNI-SCIENCE,Biology,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BIOMEDICAL-ENGINE-8D23F,UNI-SCIENCE,BIOMEDICAL ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BIOPHYSICS-64E6B,UNI-SCIENCE,Biophysics,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BIOTECHNOLOGY-503B6,UNI-SCIENCE,BIOTECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BIOTECHNOLOGY-9B9A3,UNI-SCIENCE,Biotechnology,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BOTANY-5DFD8,UNI-SCIENCE,Botany,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BRAND-IDENTITY-DE-90BBD,UNI-SCIENCE,Brand / Identity Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-BUSINESS-ANALYST-F4378,UNI-SCIENCE,Business Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CABIN-CREW-AFC01,UNI-SCIENCE,Cabin Crew,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CARGO-MANAGER-4134B,UNI-SCIENCE,Cargo Manager,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CERAMIC-ENGINEERI-0B019,UNI-SCIENCE,CERAMIC ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CHARTER-PILOT-434CC,UNI-SCIENCE,Charter Pilot,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CHEMICAL-ENGINEER-89499,UNI-SCIENCE,CHEMICAL ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CHEMISTRY-9B300,UNI-SCIENCE,Chemistry,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CIVIL-ENGINEERING-28C68,UNI-SCIENCE,Civil Engineering,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CLERK-EE94B,UNI-SCIENCE,Clerk,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CLIMATE-SCIENCE-1DC56,UNI-SCIENCE,Climate Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-COGNITIVE-SCIENCE-55F54,UNI-SCIENCE,Cognitive Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-COMMERCIAL-PILOT-A8A0F,UNI-SCIENCE,Commercial Pilot,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-COMMUNITY-MEDICIN-90E23,UNI-SCIENCE,Community Medicine,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-COMPUTATIONAL-SCI-4F02F,UNI-SCIENCE,Computational Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-COMPUTER-SCIENCE-75B3D,UNI-SCIENCE,Computer Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-COMPUTER-VISION-E-A1C58,UNI-SCIENCE,Computer Vision Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CONSTABLE-E5F16,UNI-SCIENCE,Constable,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CYBER-SPACE-ROLES-2EEAB,UNI-SCIENCE,Cyber/Space roles,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-CYBERSECURITY-7DB8E,UNI-SCIENCE,Cybersecurity,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DAIRY-ASSISTANT-3F224,UNI-SCIENCE,Dairy Assistant,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DAIRY-TECHNOLOGY-FFD9E,UNI-SCIENCE,DAIRY TECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-ANALYST-F7E47,UNI-SCIENCE,Data Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-ARCHITECT-7F3B2,UNI-SCIENCE,Data Architect,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-ENGINEER-542AF,UNI-SCIENCE,Data Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-GOVERNANCE-D-6BB2E,UNI-SCIENCE,Data Governance / Data Steward,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-PRODUCT-MANA-AAAA2,UNI-SCIENCE,Data Product Manager,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-QUALITY-ENGI-35370,UNI-SCIENCE,Data Quality Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-SCIENCE-BSC-A81F3,UNI-SCIENCE,Data Science (BSc Route),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-SCIENCE-C55D0,UNI-SCIENCE,Data Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-SCIENTIST-42420,UNI-SCIENCE,Data Scientist,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DATA-VISUALIZATIO-5CB3A,UNI-SCIENCE,Data Visualization Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DECISION-SCIENTIS-A3BB0,UNI-SCIENCE,Decision Scientist,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DEFENCE-ENTRY-649A4,UNI-SCIENCE,Defence Entry,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DENTAL-BDS-6D960,UNI-SCIENCE,Dental (BDS),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DERMATOLOGY-D058B,UNI-SCIENCE,Dermatology,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DESIGN-MANAGEMENT-BA90E,UNI-SCIENCE,Design Management,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DESIGN-RESEARCH-84BCB,UNI-SCIENCE,Design Research,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DIPLOMA-ENGINEER-34585,UNI-SCIENCE,Diploma Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DISPATCHER-055B1,UNI-SCIENCE,Dispatcher,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DRONE-PILOT-74960,UNI-SCIENCE,Drone Pilot,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-DRONE-TECHNICIAN-617FE,UNI-SCIENCE,Drone Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ECOSYSTEM-ROLES-FB1EB,UNI-SCIENCE,Ecosystem roles,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-EDUCATION-OFFICER-FAD0B,UNI-SCIENCE,Education Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ELECTRICAL-ACB07,UNI-SCIENCE,ELECTRICAL,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ELECTRICIAN-97A09,UNI-SCIENCE,Electrician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ELECTRONICS-ECE-F6FDB,UNI-SCIENCE,ELECTRONICS (ECE),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ELECTRONICS-TECHN-B16CE,UNI-SCIENCE,Electronics Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ENGINEER-0AB07,UNI-SCIENCE,Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ENGINEER-OFFICER-88C99,UNI-SCIENCE,Engineer Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ENTREPRENEUR-4EA1C,UNI-SCIENCE,Entrepreneur,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ENVIRONMENTAL-BCCE8,UNI-SCIENCE,ENVIRONMENTAL,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ENVIRONMENTAL-SCI-7193C,UNI-SCIENCE,Environmental Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-ENVIRONMENTAL-TEC-23215,UNI-SCIENCE,Environmental Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-EV-SPECIALIST-DCEF9,UNI-SCIENCE,EV Specialist,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-EXPERIENCE-DESIGN-70F62,UNI-SCIENCE,Experience Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FASHION-DESIGN-99E6A,UNI-SCIENCE,Fashion Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FINANCIAL-DATA-AN-5CAEB,UNI-SCIENCE,Financial Data Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FIRE-SAFETY-ENGIN-C466B,UNI-SCIENCE,FIRE & SAFETY ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FISHERIES-TECH-EC6F3,UNI-SCIENCE,Fisheries Tech,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FITTER-423CE,UNI-SCIENCE,Fitter,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FLIGHT-INSTRUCTOR-233BF,UNI-SCIENCE,Flight Instructor,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FOOD-SCIENCE-70106,UNI-SCIENCE,Food Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FOOD-TECH-5B17F,UNI-SCIENCE,Food Tech,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FOOD-TECHNOLOGY-D5A4E,UNI-SCIENCE,FOOD TECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FOOTWEAR-DESIGN-C424E,UNI-SCIENCE,Footwear Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FORENSIC-MEDICINE-3C46F,UNI-SCIENCE,Forensic Medicine,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FORENSIC-SCIENCE-7BF83,UNI-SCIENCE,Forensic Science,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FORESTRY-E454B,UNI-SCIENCE,Forestry,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-FREELANCER-E078F,UNI-SCIENCE,Freelancer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GAME-DESIGN-EAE86,UNI-SCIENCE,Game Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GARMENT-TECHNICIA-84224,UNI-SCIENCE,Garment Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GARUD-F7775,UNI-SCIENCE,Garud,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GENERAL-MEDICINE-C5720,UNI-SCIENCE,General Medicine,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GENERAL-SURGERY-EF5BC,UNI-SCIENCE,General Surgery,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GENETICS-73400,UNI-SCIENCE,Genetics,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GEO-INFORMATICS-G-9E95B,UNI-SCIENCE,GEO-INFORMATICS / GEOMATICS,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GEOLOGY-1CE45,UNI-SCIENCE,Geology,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GEOSPATIAL-DATA-A-EAA07,UNI-SCIENCE,Geospatial Data Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GLOBAL-PILOT-CE0C4,UNI-SCIENCE,Global Pilot,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GRAPHIC-DESIGN-9AED7,UNI-SCIENCE,Graphic Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GROUND-STAFF-73010,UNI-SCIENCE,Ground Staff,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-GROWTH-EXPERIMENT-8EBBB,UNI-SCIENCE,Growth / Experimentation Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-HARDWARE-TECHNICI-6A8BB,UNI-SCIENCE,Hardware Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-HEALTH-DATA-ANALY-985C9,UNI-SCIENCE,Health Data Analyst,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-HELICOPTER-PILOT-EBC2E,UNI-SCIENCE,Helicopter Pilot,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-HOMEOPATHY-BHMS-9716E,UNI-SCIENCE,Homeopathy (BHMS),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-IN-FLIGHT-MANAGER-66C96,UNI-SCIENCE,In-flight Manager,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-INDUSTRIAL-CHEMIS-70D2F,UNI-SCIENCE,Industrial Chemistry,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-INDUSTRIAL-DESIGN-FB177,UNI-SCIENCE,Industrial Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-INDUSTRIAL-PRODUC-C9648,UNI-SCIENCE,INDUSTRIAL / PRODUCTION ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-INFORMATION-TECHN-46B29,UNI-SCIENCE,INFORMATION TECHNOLOGY (IT),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-INSPECTOR-89C5F,UNI-SCIENCE,Inspector,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-INSTRUMENTATION-E-34E3C,UNI-SCIENCE,INSTRUMENTATION ENGINEERING,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-INTERACTION-DESIG-79697,UNI-SCIENCE,Interaction Design (IxD),,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-INTERIOR-DESIGN-9EEF2,UNI-SCIENCE,Interior Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-LAB-TECHNICIAN-8B872,UNI-SCIENCE,Lab Technician,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-LEATHER-TECHNOLOG-BB1AA,UNI-SCIENCE,LEATHER TECHNOLOGY,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-LEGAL-OFFICER-6D26D,UNI-SCIENCE,Legal Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-LIGHTING-DESIGN-A9985,UNI-SCIENCE,Lighting Design,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-LOGISTICS-OFFICER-AD442,UNI-SCIENCE,Logistics Officer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MACHINE-LEARNING-53A9B,UNI-SCIENCE,Machine Learning Engineer,,Validated,0.6.1a,1-Structured-Science.xlsx
CAR-SCI-MANAGER-601C0,UNI-SCIENCE,Manager,,Validated,0.6.1a,1-Structured-Science.xlsx
